timestamp,open,high,low,close
2025-07-30 22:07:40+00:00,1.14146,1.14146,1.14146,1.14146
2025-07-30 22:07:50+00:00,1.14147,1.14147,1.14146,1.14146
2025-07-30 22:08:00+00:00,1.14144,1.14144,1.14142,1.14142
2025-07-30 22:08:10+00:00,1.14141,1.14141,1.14141,1.14141
2025-07-30 22:08:15+00:00,1.1414,1.1414,1.1414,1.1414
2025-07-30 22:08:20+00:00,1.14141,1.14141,1.1414,1.1414
2025-07-30 22:08:25+00:00,1.1414,1.1414,1.14136,1.14138
2025-07-30 22:08:30+00:00,1.14137,1.14137,1.14137,1.14137
2025-07-30 22:08:40+00:00,1.14139,1.14139,1.14137,1.14138
2025-07-30 22:08:45+00:00,1.14137,1.14137,1.14136,1.14136
2025-07-30 22:08:55+00:00,1.14134,1.14134,1.1413,1.1413
2025-07-30 22:09:00+00:00,1.14128,1.14134,1.14128,1.14134
2025-07-30 22:09:05+00:00,1.14135,1.14136,1.14135,1.14136
2025-07-30 22:09:15+00:00,1.14136,1.14136,1.14136,1.14136
2025-07-30 22:09:25+00:00,1.14139,1.1414,1.14138,1.1414
2025-07-30 22:09:50+00:00,1.14144,1.1415,1.14144,1.1415
2025-07-30 22:10:00+00:00,1.14148,1.14148,1.14148,1.14148
2025-07-30 22:10:05+00:00,1.14148,1.14148,1.14148,1.14148
2025-07-30 22:10:30+00:00,1.14152,1.14156,1.14152,1.14156
2025-07-30 22:10:40+00:00,1.14156,1.1416,1.14156,1.1416
2025-07-30 22:10:45+00:00,1.14163,1.14168,1.14163,1.14164
2025-07-30 22:11:00+00:00,1.1416,1.1416,1.14158,1.14158
2025-07-30 22:11:35+00:00,1.14158,1.14158,1.14158,1.14158
2025-07-30 22:11:40+00:00,1.14158,1.14158,1.14157,1.14157
2025-07-30 22:11:45+00:00,1.14158,1.14158,1.14157,1.14157
2025-07-30 22:11:50+00:00,1.14158,1.14158,1.14157,1.14157
2025-07-30 22:11:55+00:00,1.1416,1.1416,1.1416,1.1416
2025-07-30 22:12:00+00:00,1.14158,1.14158,1.14158,1.14158
2025-07-30 22:12:15+00:00,1.14159,1.14164,1.14159,1.14164
2025-07-30 22:13:10+00:00,1.1416,1.1416,1.14158,1.14158
2025-07-30 22:13:25+00:00,1.14157,1.1416,1.14157,1.1416
2025-07-30 22:13:30+00:00,1.1416,1.1416,1.1416,1.1416
2025-07-30 22:13:35+00:00,1.14162,1.14162,1.14162,1.14162
2025-07-30 22:13:55+00:00,1.14162,1.14162,1.14162,1.14162
2025-07-30 22:14:00+00:00,1.1416,1.1416,1.1416,1.1416
2025-07-30 22:14:10+00:00,1.14158,1.14158,1.14154,1.14158
2025-07-30 22:14:15+00:00,1.14159,1.14167,1.14158,1.14166
2025-07-30 22:14:30+00:00,1.14164,1.14164,1.14164,1.14164
2025-07-30 22:14:35+00:00,1.14164,1.14164,1.14164,1.14164
2025-07-30 22:14:40+00:00,1.14164,1.14164,1.14164,1.14164
2025-07-30 22:14:45+00:00,1.14164,1.14164,1.14164,1.14164
2025-07-30 22:14:55+00:00,1.14166,1.14166,1.14166,1.14166
2025-07-30 22:15:00+00:00,1.14165,1.14165,1.14165,1.14165
2025-07-30 22:15:05+00:00,1.14166,1.14169,1.14166,1.14169
2025-07-30 22:15:10+00:00,1.14168,1.14169,1.14166,1.14169
2025-07-30 22:15:15+00:00,1.1417,1.1417,1.14168,1.1417
2025-07-30 22:15:20+00:00,1.14169,1.1417,1.14169,1.1417
2025-07-30 22:15:30+00:00,1.14169,1.14169,1.14169,1.14169
2025-07-30 22:15:40+00:00,1.14168,1.14168,1.14168,1.14168
2025-07-30 22:15:45+00:00,1.14168,1.1417,1.14168,1.1417
2025-07-30 22:15:50+00:00,1.14173,1.14177,1.14173,1.14177
2025-07-30 22:15:55+00:00,1.14174,1.14176,1.14173,1.14173
2025-07-30 22:16:00+00:00,1.14172,1.14172,1.14169,1.14169
2025-07-30 22:16:05+00:00,1.1417,1.14174,1.1417,1.14172
2025-07-30 22:16:10+00:00,1.14174,1.14176,1.14174,1.14176
2025-07-30 22:16:15+00:00,1.14177,1.14177,1.14177,1.14177
2025-07-30 22:16:20+00:00,1.14175,1.14179,1.14175,1.14179
2025-07-30 22:16:25+00:00,1.1418,1.14182,1.1418,1.14182
2025-07-30 22:16:30+00:00,1.14182,1.1419,1.14182,1.14189
2025-07-30 22:16:35+00:00,1.1419,1.1419,1.1419,1.1419
2025-07-30 22:16:55+00:00,1.1419,1.1419,1.14186,1.14186
2025-07-30 22:17:00+00:00,1.14186,1.14188,1.14181,1.14188
2025-07-30 22:17:05+00:00,1.14186,1.14193,1.14186,1.14188
2025-07-30 22:17:10+00:00,1.14188,1.14188,1.14188,1.14188
2025-07-30 22:17:15+00:00,1.1419,1.1419,1.14188,1.14188
2025-07-30 22:17:20+00:00,1.1419,1.1419,1.1419,1.1419
2025-07-30 22:17:25+00:00,1.14196,1.14196,1.14195,1.14195
2025-07-30 22:17:30+00:00,1.14196,1.14196,1.14196,1.14196
2025-07-30 22:17:35+00:00,1.14198,1.14198,1.14194,1.14194
2025-07-30 22:17:40+00:00,1.14196,1.14196,1.1419,1.1419
2025-07-30 22:17:45+00:00,1.14191,1.14191,1.14191,1.14191
2025-07-30 22:17:50+00:00,1.14192,1.14192,1.14192,1.14192
2025-07-30 22:17:55+00:00,1.14192,1.14194,1.1419,1.1419
2025-07-30 22:18:00+00:00,1.14192,1.14194,1.14192,1.14194
2025-07-30 22:18:10+00:00,1.14193,1.14194,1.14193,1.14194
2025-07-30 22:18:15+00:00,1.14195,1.14198,1.14195,1.14197
2025-07-30 22:18:20+00:00,1.14196,1.14196,1.14192,1.14192
2025-07-30 22:18:35+00:00,1.14194,1.14194,1.14193,1.14193
2025-07-30 22:18:40+00:00,1.14192,1.14192,1.14192,1.14192
2025-07-30 22:18:45+00:00,1.14192,1.14194,1.14192,1.14194
2025-07-30 22:18:50+00:00,1.14193,1.14193,1.14193,1.14193
2025-07-30 22:19:00+00:00,1.14192,1.14192,1.14192,1.14192
2025-07-30 22:19:20+00:00,1.14188,1.1419,1.14188,1.1419
2025-07-30 22:19:25+00:00,1.1419,1.14191,1.1419,1.14191
2025-07-30 22:19:30+00:00,1.14188,1.14188,1.14188,1.14188
2025-07-30 22:19:35+00:00,1.1419,1.14191,1.1419,1.14191
2025-07-30 22:19:45+00:00,1.1419,1.1419,1.1419,1.1419
2025-07-30 22:19:50+00:00,1.14188,1.14192,1.14188,1.14188
2025-07-30 22:19:55+00:00,1.14187,1.14187,1.14186,1.14186
2025-07-30 22:20:00+00:00,1.14185,1.14185,1.14183,1.14184
2025-07-30 22:20:05+00:00,1.14184,1.14184,1.14184,1.14184
2025-07-30 22:20:10+00:00,1.14185,1.14185,1.14185,1.14185
2025-07-30 22:20:30+00:00,1.14183,1.14186,1.14181,1.14186
2025-07-30 22:20:35+00:00,1.14186,1.14187,1.14186,1.14186
2025-07-30 22:20:45+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:20:50+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:21:05+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:21:10+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:21:15+00:00,1.14186,1.14186,1.14185,1.14185
2025-07-30 22:21:20+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:21:30+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:21:35+00:00,1.14181,1.14181,1.14176,1.14176
2025-07-30 22:21:50+00:00,1.14176,1.14176,1.14176,1.14176
2025-07-30 22:21:55+00:00,1.14177,1.14177,1.14177,1.14177
2025-07-30 22:22:00+00:00,1.14176,1.14176,1.14173,1.14174
2025-07-30 22:22:05+00:00,1.14172,1.14172,1.14171,1.14171
2025-07-30 22:22:10+00:00,1.14168,1.14168,1.14166,1.14167
2025-07-30 22:22:15+00:00,1.14166,1.14166,1.14166,1.14166
2025-07-30 22:22:20+00:00,1.14165,1.14165,1.1416,1.1416
2025-07-30 22:22:25+00:00,1.14158,1.14158,1.1415,1.1415
2025-07-30 22:22:30+00:00,1.14149,1.14149,1.14138,1.14141
2025-07-30 22:22:35+00:00,1.14145,1.1415,1.14144,1.14144
2025-07-30 22:22:40+00:00,1.14146,1.14154,1.14146,1.14154
2025-07-30 22:22:45+00:00,1.14153,1.14155,1.14152,1.14154
2025-07-30 22:22:55+00:00,1.14155,1.14155,1.14154,1.14155
2025-07-30 22:23:00+00:00,1.14154,1.14154,1.14153,1.14153
2025-07-30 22:23:10+00:00,1.14154,1.14154,1.14153,1.14153
2025-07-30 22:23:15+00:00,1.14154,1.14154,1.1415,1.14151
2025-07-30 22:23:50+00:00,1.14152,1.14152,1.14152,1.14152
2025-07-30 22:23:55+00:00,1.14154,1.1416,1.14154,1.1416
2025-07-30 22:24:00+00:00,1.1416,1.1416,1.1416,1.1416
2025-07-30 22:24:05+00:00,1.14158,1.1416,1.14158,1.1416
2025-07-30 22:24:15+00:00,1.1416,1.1416,1.1416,1.1416
2025-07-30 22:24:20+00:00,1.14158,1.14158,1.14151,1.14153
2025-07-30 22:24:35+00:00,1.1415,1.14151,1.14149,1.1415
2025-07-30 22:24:40+00:00,1.14151,1.14151,1.14151,1.14151
2025-07-30 22:24:50+00:00,1.14152,1.14153,1.14152,1.14153
2025-07-30 22:24:55+00:00,1.14151,1.14152,1.14151,1.14152
2025-07-30 22:25:00+00:00,1.14152,1.14152,1.14152,1.14152
2025-07-30 22:25:05+00:00,1.14152,1.14152,1.14152,1.14152
2025-07-30 22:25:10+00:00,1.14152,1.14152,1.14152,1.14152
2025-07-30 22:25:15+00:00,1.1415,1.14152,1.1415,1.14152
2025-07-30 22:25:25+00:00,1.14152,1.14152,1.14152,1.14152
2025-07-30 22:25:35+00:00,1.14154,1.14154,1.14152,1.14152
2025-07-30 22:25:45+00:00,1.14152,1.14152,1.14152,1.14152
2025-07-30 22:26:20+00:00,1.14154,1.14154,1.14154,1.14154
2025-07-30 22:26:25+00:00,1.14157,1.14162,1.14157,1.14162
2025-07-30 22:26:30+00:00,1.14162,1.14162,1.14162,1.14162
2025-07-30 22:26:35+00:00,1.14164,1.14166,1.14164,1.14166
2025-07-30 22:26:40+00:00,1.14168,1.1417,1.14164,1.14166
2025-07-30 22:26:50+00:00,1.14166,1.14166,1.14166,1.14166
2025-07-30 22:27:00+00:00,1.14168,1.14168,1.14162,1.14163
2025-07-30 22:27:15+00:00,1.14162,1.14162,1.14162,1.14162
2025-07-30 22:27:20+00:00,1.14163,1.14163,1.14163,1.14163
2025-07-30 22:27:25+00:00,1.14162,1.14163,1.14162,1.14163
2025-07-30 22:27:40+00:00,1.14162,1.14162,1.14162,1.14162
2025-07-30 22:27:45+00:00,1.14163,1.14163,1.14163,1.14163
2025-07-30 22:27:50+00:00,1.14162,1.14162,1.14162,1.14162
2025-07-30 22:27:55+00:00,1.14162,1.14163,1.14162,1.14163
2025-07-30 22:28:00+00:00,1.14162,1.14167,1.14162,1.14166
2025-07-30 22:28:15+00:00,1.1417,1.14174,1.1417,1.14174
2025-07-30 22:28:20+00:00,1.14172,1.14172,1.14172,1.14172
2025-07-30 22:28:25+00:00,1.14174,1.14174,1.14174,1.14174
2025-07-30 22:28:50+00:00,1.14172,1.14174,1.14172,1.14172
2025-07-30 22:28:55+00:00,1.14174,1.14174,1.14173,1.14173
2025-07-30 22:29:00+00:00,1.14172,1.14172,1.14172,1.14172
2025-07-30 22:29:05+00:00,1.14176,1.1418,1.14176,1.1418
2025-07-30 22:29:10+00:00,1.14182,1.14184,1.14182,1.14182
2025-07-30 22:29:15+00:00,1.14184,1.14186,1.14184,1.14186
2025-07-30 22:29:20+00:00,1.14185,1.14186,1.14185,1.14185
2025-07-30 22:29:25+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:29:30+00:00,1.14186,1.14186,1.14186,1.14186
2025-07-30 22:29:45+00:00,1.14184,1.14186,1.14184,1.14184
2025-07-30 22:29:50+00:00,1.14185,1.14186,1.14185,1.14186
2025-07-30 22:30:10+00:00,1.14182,1.14192,1.14182,1.14192
2025-07-30 22:30:15+00:00,1.14192,1.14197,1.14192,1.14194
2025-07-30 22:30:20+00:00,1.14195,1.14196,1.14194,1.14194
2025-07-30 22:30:30+00:00,1.14195,1.14195,1.14194,1.14194
2025-07-30 22:30:35+00:00,1.14195,1.14195,1.14195,1.14195
2025-07-30 22:30:45+00:00,1.14194,1.14194,1.14194,1.14194
2025-07-30 22:30:50+00:00,1.14194,1.14198,1.14193,1.14198
2025-07-30 22:31:00+00:00,1.14196,1.14198,1.14196,1.14196
2025-07-30 22:31:05+00:00,1.14199,1.142,1.14198,1.142
2025-07-30 22:31:10+00:00,1.14199,1.142,1.14199,1.142
2025-07-30 22:31:20+00:00,1.14202,1.14203,1.14202,1.14203
2025-07-30 22:31:25+00:00,1.14202,1.14202,1.14198,1.14198
2025-07-30 22:31:30+00:00,1.14197,1.14202,1.14197,1.14202
2025-07-30 22:31:50+00:00,1.14199,1.14199,1.14199,1.14199
2025-07-30 22:32:00+00:00,1.14198,1.14198,1.14197,1.14197
2025-07-30 22:32:05+00:00,1.142,1.142,1.142,1.142
2025-07-30 22:32:10+00:00,1.142,1.142,1.142,1.142
2025-07-30 22:32:25+00:00,1.14199,1.14199,1.14199,1.14199
2025-07-30 22:32:30+00:00,1.142,1.142,1.142,1.142
2025-07-30 22:32:45+00:00,1.14198,1.14198,1.14198,1.14198
2025-07-30 22:32:50+00:00,1.14197,1.14197,1.14197,1.14197
2025-07-30 22:33:00+00:00,1.14196,1.14196,1.14193,1.14194
2025-07-30 22:33:05+00:00,1.14191,1.14191,1.14188,1.1419
2025-07-30 22:33:25+00:00,1.14194,1.14205,1.14194,1.142
2025-07-30 22:33:30+00:00,1.14199,1.14199,1.14198,1.14198
2025-07-30 22:33:35+00:00,1.14199,1.14199,1.14199,1.14199
2025-07-30 22:33:40+00:00,1.14198,1.14204,1.14198,1.14203
2025-07-30 22:33:45+00:00,1.14204,1.14205,1.14204,1.14204
2025-07-30 22:33:50+00:00,1.14204,1.14206,1.14204,1.14204
2025-07-30 22:33:55+00:00,1.14204,1.14206,1.14204,1.14206
2025-07-30 22:34:25+00:00,1.14206,1.14206,1.14206,1.14206
2025-07-30 22:34:35+00:00,1.1421,1.14212,1.1421,1.14212
2025-07-30 22:34:40+00:00,1.14209,1.14209,1.14209,1.14209
2025-07-30 22:34:45+00:00,1.14208,1.14208,1.14207,1.14207
2025-07-30 22:34:50+00:00,1.14208,1.14209,1.14206,1.14206
2025-07-30 22:34:55+00:00,1.14207,1.1421,1.14206,1.14208
2025-07-30 22:35:00+00:00,1.14207,1.14207,1.14206,1.14206
2025-07-30 22:35:05+00:00,1.1421,1.14212,1.14206,1.14208
2025-07-30 22:35:10+00:00,1.14209,1.1421,1.14209,1.14209
2025-07-30 22:35:15+00:00,1.14208,1.14209,1.14208,1.14209
2025-07-30 22:35:20+00:00,1.1421,1.1421,1.1421,1.1421
2025-07-30 22:35:30+00:00,1.14208,1.14208,1.14208,1.14208
2025-07-30 22:35:35+00:00,1.14206,1.14206,1.14204,1.14204
2025-07-30 22:35:40+00:00,1.14202,1.14202,1.14202,1.14202
2025-07-30 22:35:55+00:00,1.142,1.14201,1.142,1.14201
2025-07-30 22:36:00+00:00,1.142,1.142,1.142,1.142
2025-07-30 22:36:05+00:00,1.14202,1.14205,1.14202,1.14204
2025-07-30 22:36:10+00:00,1.14203,1.14204,1.14202,1.14204
2025-07-30 22:36:15+00:00,1.14202,1.14202,1.14202,1.14202
2025-07-30 22:36:20+00:00,1.14204,1.14204,1.14204,1.14204
2025-07-30 22:36:25+00:00,1.14204,1.14204,1.14204,1.14204
2025-07-30 22:36:35+00:00,1.14204,1.14204,1.14204,1.14204
2025-07-30 22:36:50+00:00,1.14208,1.14215,1.14208,1.14214
2025-07-30 22:36:55+00:00,1.14214,1.14214,1.14214,1.14214
2025-07-30 22:37:00+00:00,1.14212,1.14212,1.14212,1.14212
2025-07-30 22:37:05+00:00,1.14214,1.14215,1.14214,1.14214
2025-07-30 22:37:10+00:00,1.14213,1.14213,1.14213,1.14213
2025-07-30 22:37:15+00:00,1.14212,1.14212,1.14212,1.14212
2025-07-30 22:37:20+00:00,1.14211,1.14211,1.14211,1.14211
2025-07-30 22:37:35+00:00,1.1421,1.1421,1.1421,1.1421
2025-07-30 22:37:40+00:00,1.1421,1.14211,1.1421,1.14211
2025-07-30 22:37:50+00:00,1.14214,1.14216,1.14214,1.14216
2025-07-30 22:38:00+00:00,1.14216,1.14216,1.14209,1.1421
2025-07-30 22:38:05+00:00,1.14209,1.14209,1.14207,1.14207
2025-07-30 22:38:10+00:00,1.14208,1.14211,1.14207,1.14208
2025-07-30 22:38:15+00:00,1.14209,1.14212,1.14209,1.14212
2025-07-30 22:38:25+00:00,1.14213,1.14213,1.14212,1.14212
2025-07-30 22:38:30+00:00,1.1421,1.14212,1.14208,1.14209
2025-07-30 22:38:35+00:00,1.14208,1.14212,1.14208,1.1421
2025-07-30 22:38:40+00:00,1.14209,1.1421,1.14208,1.14208
